country_txt,iyear,provstate
Afghanistan,2014,Nangarhar
Afghanistan,2014,Laghman
Afghanistan,2014,Nangarhar
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Pakistan,2014,Sindh
Somalia,2014,Banaadir
Afghanistan,2014,Helmand
Afghanistan,2014,Ghor
Afghanistan,2014,Helmand
Thailand,2014,Narathiwat
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Juba
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Yemen,2014,Dhamar
Yemen,2014,Hadramawt
Yemen,2014,Amanat Al Asimah
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Baghdad
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Diyala
Iraq,2014,Al Anbar
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Iraq,2014,Saladin
India,2014,Jammu and Kashmir
India,2014,Jammu and Kashmir
United Kingdom,2014,Northern Ireland
United Kingdom,2014,Northern Ireland
Yemen,2014,Abyan
Pakistan,2014,Islamabad Capital Territory
Egypt,2014,Cairo
Nigeria,2014,Enugu
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Thailand,2014,Narathiwat
Pakistan,2014,Sindh
Iraq,2014,Diyala
India,2014,Jharkhand
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Somalia,2014,Middle Juba
Pakistan,2014,Balochistan
Somalia,2014,Middle Juba
Somalia,2014,Gedo
Pakistan,2014,Balochistan
Afghanistan,2014,Helmand
Afghanistan,2014,Kandahar
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Yemen,2014,Adan
Somalia,2014,Banaadir
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Sulaymaniyah
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Al Anbar
Egypt,2014,Al Sharqia
United Kingdom,2014,England
Iraq,2014,Al Anbar
Thailand,2014,Pattani
Yemen,2014,Sanaa
Iraq,2014,Al Anbar
India,2014,Manipur
Afghanistan,2014,Kandahar
Iraq,2014,Kirkuk
Philippines,2014,Davao del Sur
Philippines,2014,Davao del Sur
Philippines,2014,Davao del Sur
Yemen,2014,Abyan
Colombia,2014,Caqueta
Afghanistan,2014,Herat
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Nigeria,2014,Borno
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Somalia,2014,Lower Shebelle
Thailand,2014,Narathiwat
Yemen,2014,Al Bayda
Yemen,2014,Hadramawt
Philippines,2014,Sorsogon
Philippines,2014,Sorsogon
Iraq,2014,Nineveh
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Pakistan,2014,Punjab
Thailand,2014,Nonthaburi
India,2014,Jammu and Kashmir
Egypt,2014,North Sinai
Yemen,2014,Hadramawt
Philippines,2014,Palawan
India,2014,Tamil Nadu
Philippines,2014,Sulu
Pakistan,2014,Sindh
Pakistan,2014,Balochistan
India,2014,Jharkhand
Afghanistan,2014,Helmand
Afghanistan,2014,Nangarhar
Afghanistan,2014,Nangarhar
Afghanistan,2014,Ghazni
Afghanistan,2014,Kandahar
Colombia,2014,Antioquia
Yemen,2014,Shabwah
Yemen,2014,Shabwah
Afghanistan,2014,Kunar
Afghanistan,2014,Herat
Pakistan,2014,Balochistan
Somalia,2014,Banaadir
Somalia,2014,Bay
Afghanistan,2014,Kabul
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Diyala
Iraq,2014,Nineveh
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Saladin
Yemen,2014,Hadramawt
Nigeria,2014,Katsina
Nigeria,2014,Katsina
Nigeria,2014,Katsina
Nigeria,2014,Katsina
Nigeria,2014,Katsina
Philippines,2014,Capiz
Philippines,2014,Capiz
Philippines,2014,Iloilo
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Balkh
India,2014,Chhattisgarh
India,2014,Manipur
Pakistan,2014,Khyber Pakhtunkhwa
Thailand,2014,Bangkok
Egypt,2014,North Sinai
Egypt,2014,Cairo
Pakistan,2014,Khyber Pakhtunkhwa
Nigeria,2014,Bayelsa
India,2014,Manipur
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Thailand,2014,Nakhon Pathom
Nigeria,2014,Benue
Iraq,2014,Baghdad
India,2014,Andhra Pradesh
Afghanistan,2014,Kandahar
Afghanistan,2014,Faryab
Afghanistan,2014,Uruzgan
Afghanistan,2014,Kandahar
Afghanistan,2014,Nangarhar
Yemen,2014,Hadramawt
Somalia,2014,Gedo
Pakistan,2014,Balochistan
Iraq,2014,Saladin
Iraq,2014,Saladin
Afghanistan,2014,Nangarhar
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Baghdad
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Al Anbar
Yemen,2014,Amanat Al Asimah
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Federally Administered Tribal Areas
Pakistan,2014,Sindh
Afghanistan,2014,Uruzgan
Afghanistan,2014,Zabul
Nigeria,2014,Bayelsa
Nigeria,2014,Bayelsa
India,2014,Manipur
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Laghman
Afghanistan,2014,Laghman
Afghanistan,2014,Laghman
Afghanistan,2014,Helmand
Thailand,2014,Pattani
Afghanistan,2014,Helmand
Afghanistan,2014,Helmand
Afghanistan,2014,Helmand
Yemen,2014,Dhamar
Nigeria,2014,Yobe
Pakistan,2014,Balochistan
Iraq,2014,Baghdad
Iraq,2014,Al Anbar
Iraq,2014,Baghdad
Iraq,2014,Kirkuk
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Baghdad
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Diyala
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Pakistan,2014,Balochistan
Somalia,2014,Lower Shebelle
Pakistan,2014,Federally Administered Tribal Areas
India,2014,Jharkhand
Egypt,2014,Cairo
India,2014,Bihar
Pakistan,2014,Khyber Pakhtunkhwa
Peru,2014,Lambayeque
India,2014,Jharkhand
Pakistan,2014,Punjab
Philippines,2014,North Cotabato
Thailand,2014,Narathiwat
India,2014,Manipur
Nigeria,2014,Rivers
Iraq,2014,Nineveh
Yemen,2014,Sanaa
Iraq,2014,Diyala
Iraq,2014,Diyala
Iraq,2014,Diyala
Afghanistan,2014,Helmand
Yemen,2014,Lahij
Nigeria,2014,Borno
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Baghdad
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Balochistan
Iraq,2014,Saladin
Pakistan,2014,Balochistan
Somalia,2014,Hiiraan
Somalia,2014,Hiiraan
Iraq,2014,Al Anbar
Nigeria,2014,Kaduna
Nigeria,2014,Kaduna
Nigeria,2014,Kaduna
Yemen,2014,Adan
India,2014,West Bengal
United Kingdom,2014,Northern Ireland
United Kingdom,2014,Northern Ireland
Iraq,2014,Baghdad
Iraq,2014,Diyala
Pakistan,2014,Federally Administered Tribal Areas
India,2014,Tamil Nadu
Pakistan,2014,Federally Administered Tribal Areas
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Colombia,2014,Narino
Iraq,2014,Diyala
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Afghanistan,2014,Wardak
Afghanistan,2014,Laghman
Afghanistan,2014,Ghazni
Iraq,2014,Al Anbar
Iraq,2014,Diyala
Iraq,2014,Nineveh
Iraq,2014,Saladin
Pakistan,2014,Sindh
Pakistan,2014,Sindh
Somalia,2014,Mudug
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Yemen,2014,Hajjah
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Egypt,2014,Qalyubia
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Helmand
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Philippines,2014,Iloilo
Philippines,2014,Iloilo
Philippines,2014,North Cotabato
Afghanistan,2014,Nangarhar
Afghanistan,2014,Nangarhar
Nigeria,2014,Katsina
Philippines,2014,Zamboanga del Sur
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Thailand,2014,Nakhon Pathom
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Samangan
Pakistan,2014,Sindh
Yemen,2014,Hadramawt
Nigeria,2014,Borno
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Diyala
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Somalia,2014,Banaadir
Pakistan,2014,Balochistan
Iraq,2014,Saladin
Colombia,2014,Arauca
Colombia,2014,Arauca
Colombia,2014,Norte de Santander
France,2014,Midi-Pyrenees
France,2014,Midi-Pyrenees
United Kingdom,2014,Northern Ireland
United Kingdom,2014,Northern Ireland
Nigeria,2014,Ebonyi
Iraq,2014,Diyala
Iraq,2014,Al Anbar
Pakistan,2014,Khyber Pakhtunkhwa
Turkey,2014,Van
Thailand,2014,Yala
Iraq,2014,Nineveh
Yemen,2014,Amanat Al Asimah
Yemen,2014,Shabwah
Nigeria,2014,Yobe
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Afghanistan,2014,Ghazni
Afghanistan,2014,Herat
Somalia,2014,Banaadir
Somalia,2014,Bari
Somalia,2014,Lower Shebelle
Somalia,2014,Banaadir
Somalia,2014,Gedo
Somalia,2014,Hiiraan
Iraq,2014,Diyala
Pakistan,2014,Balochistan
Colombia,2014,Choco
Pakistan,2014,Federally Administered Tribal Areas
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Federally Administered Tribal Areas
Thailand,2014,Bangkok
Thailand,2014,Bangkok
Somalia,2014,Banaadir
Thailand,2014,Pattani
Thailand,2014,Pattani
Pakistan,2014,Balochistan
Afghanistan,2014,Faryab
Yemen,2014,Lahij
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Saladin
Iraq,2014,Diyala
Somalia,2014,Hiiraan
Iraq,2014,Baghdad
Iraq,2014,Wasit
Iraq,2014,Karbala
Iraq,2014,Wasit
Iraq,2014,Babil
Iraq,2014,Baghdad
Afghanistan,2014,Farah
Iraq,2014,Saladin
Iraq,2014,Kirkuk
Somalia,2014,Lower Juba
Somalia,2014,Lower Juba
Somalia,2014,Hiiraan
Somalia,2014,Hiiraan
Iraq,2014,Baghdad
Pakistan,2014,Federally Administered Tribal Areas
Pakistan,2014,Federally Administered Tribal Areas
India,2014,Bihar
India,2014,Bihar
Iraq,2014,Baghdad
Pakistan,2014,Federally Administered Tribal Areas
United Kingdom,2014,Northern Ireland
India,2014,Maharashtra
Iraq,2014,Babil
Iraq,2014,Baghdad
Thailand,2014,Bangkok
Thailand,2014,Bangkok
Thailand,2014,Bangkok
Thailand,2014,Bangkok
Afghanistan,2014,Faryab
Iraq,2014,Baghdad
United States,2014,Mississippi
Thailand,2014,Pattani
Colombia,2014,Meta
Yemen,2014,Ad Dali
Yemen,2014,Ad Dali
Afghanistan,2014,Ghazni
Yemen,2014,Adan
Yemen,2014,Al Bayda
Iraq,2014,Diyala
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Iraq,2014,Babil
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Kirkuk
Iraq,2014,Diyala
Philippines,2014,Occidental Mindoro
Iraq,2014,Nineveh
United Kingdom,2014,Northern Ireland
Pakistan,2014,Khyber Pakhtunkhwa
Somalia,2014,Banaadir
Pakistan,2014,Khyber Pakhtunkhwa
Thailand,2014,Pattani
Philippines,2014,Masbate
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Iraq,2014,Baghdad
Pakistan,2014,Federally Administered Tribal Areas
Thailand,2014,Bangkok
Afghanistan,2014,Helmand
Afghanistan,2014,Paktika
Iraq,2014,Saladin
Afghanistan,2014,Nangarhar
Afghanistan,2014,Herat
Afghanistan,2014,Herat
Afghanistan,2014,Herat
Afghanistan,2014,Kabul
Somalia,2014,Gedo
Pakistan,2014,Balochistan
Nigeria,2014,Borno
Iraq,2014,Nineveh
Iraq,2014,Saladin
Afghanistan,2014,Nangarhar
Iraq,2014,Babil
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Diyala
Iraq,2014,Nineveh
India,2014,Jharkhand
Iraq,2014,Al Anbar
Philippines,2014,Metropolitan Manila
Turkey,2014,Nigde
Egypt,2014,Cairo
France,2014,Ile-de-France
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Al Anbar
Pakistan,2014,Khyber Pakhtunkhwa
Pakistan,2014,Sindh
Afghanistan,2014,Kandahar
Yemen,2014,Marib
Somalia,2014,Hiiraan
Somalia,2014,Hiiraan
Pakistan,2014,Sindh
Afghanistan,2014,Farah
Pakistan,2014,Balochistan
Nigeria,2014,Borno
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Iraq,2014,Maysan
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
India,2014,Jharkhand
India,2014,Jharkhand
United Kingdom,2014,Northern Ireland
Afghanistan,2014,Kandahar
Afghanistan,2014,Uruzgan
Afghanistan,2014,Uruzgan
Iraq,2014,Saladin
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Afghanistan,2014,Ghazni
Iraq,2014,Saladin
Iraq,2014,Saladin
India,2014,West Bengal
Nigeria,2014,Imo
Egypt,2014,North Sinai
United Kingdom,2014,Northern Ireland
Thailand,2014,Chiang Mai
Thailand,2014,Chiang Mai
Thailand,2014,Chiang Mai
Thailand,2014,Chon Buri
Thailand,2014,Chon Buri
Afghanistan,2014,Badakhshan
Egypt,2014,Gharbia
Yemen,2014,Hadramawt
India,2014,Jharkhand
Afghanistan,2014,Helmand
India,2014,Chhattisgarh
Yemen,2014,Al Bayda
Colombia,2014,Cauca
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Pakistan,2014,Balochistan
Iraq,2014,Saladin
Iraq,2014,Babil
Philippines,2014,Masbate
Iraq,2014,Kirkuk
Iraq,2014,Kirkuk
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Iraq,2014,Babil
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Diyala
Iraq,2014,Nineveh
Pakistan,2014,Sindh
Pakistan,2014,Sindh
Egypt,2014,North Sinai
Yemen,2014,Al Hudaydah
Pakistan,2014,Federally Administered Tribal Areas
Iraq,2014,Saladin
Thailand,2014,Nonthaburi
Afghanistan,2014,Helmand
Afghanistan,2014,Helmand
Philippines,2014,Sorsogon
Afghanistan,2014,Farah
Afghanistan,2014,Helmand
Yemen,2014,Taizz
Yemen,2014,Amanat Al Asimah
Somalia,2014,Bay
Somalia,2014,Banaadir
Somalia,2014,Banaadir
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Babil
Iraq,2014,Saladin
Iraq,2014,Al Anbar
Pakistan,2014,Khyber Pakhtunkhwa
Sri Lanka,2014,Western
Thailand,2014,Pattani
Nigeria,2014,Benue
Nigeria,2014,Benue
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Sari Pul
Afghanistan,2014,Sari Pul
Afghanistan,2014,Sari Pul
Nigeria,2014,Plateau
Nigeria,2014,Taraba
Egypt,2014,Giza
Afghanistan,2014,Uruzgan
Afghanistan,2014,Ghazni
Iraq,2014,Nineveh
Afghanistan,2014,Farah
Pakistan,2014,Federally Administered Tribal Areas
Yemen,2014,Hadramawt
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Juba
Somalia,2014,Lower Juba
Somalia,2014,Lower Juba
Somalia,2014,Banaadir
Somalia,2014,Hiiraan
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Nineveh
Iraq,2014,Saladin
Philippines,2014,Quezon
Iraq,2014,Kirkuk
Iraq,2014,Kirkuk
Iraq,2014,Nineveh
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Philippines,2014,Ilocos Norte
Thailand,2014,Nonthaburi
Thailand,2014,Nonthaburi
Thailand,2014,Nonthaburi
Colombia,2014,Cauca
Iraq,2014,Saladin
Iraq,2014,Saladin
Egypt,2014,North Sinai
Egypt,2014,North Sinai
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Nigeria,2014,Plateau
India,2014,Jammu and Kashmir
Pakistan,2014,Khyber Pakhtunkhwa
Nigeria,2014,Benue
Thailand,2014,Narathiwat
Sri Lanka,2014,Western
Afghanistan,2014,Nangarhar
Afghanistan,2014,Kabul
Afghanistan,2014,Kunar
Afghanistan,2014,Khost
Afghanistan,2014,Kunduz
Somalia,2014,Galguduud
Somalia,2014,Gedo
Somalia,2014,Lower Juba
Nigeria,2014,Borno
Nigeria,2014,Borno
Yemen,2014,Amanat Al Asimah
Yemen,2014,Al Bayda
Yemen,2014,Hajjah
India,2014,Jharkhand
Iraq,2014,Babil
Afghanistan,2014,Helmand
Philippines,2014,La Union
Pakistan,2014,Khyber Pakhtunkhwa
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Diyala
Iraq,2014,Diyala
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Saladin
Iraq,2014,Saladin
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Nigeria,2014,Kaduna
Philippines,2014,Agusan del Sur
Turkey,2014,Ankara
Afghanistan,2014,Zabul
Afghanistan,2014,Zabul
Thailand,2014,Nakhon Pathom
Pakistan,2014,Sindh
Nigeria,2014,Benue
India,2014,Assam
Afghanistan,2014,Herat
Nigeria,2014,Nasarawa
Philippines,2014,Bulacan
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Colombia,2014,Norte de Santander
United States,2014,Illinois
Colombia,2014,Cauca
Somalia,2014,Lower Juba
Somalia,2014,Lower Juba
Somalia,2014,Hiiraan
Yemen,2014,Amanat Al Asimah
Afghanistan,2014,Khost
United Kingdom,2014,Northern Ireland
Thailand,2014,Nonthaburi
India,2014,Jharkhand
India,2014,Jharkhand
India,2014,Jharkhand
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Diyala
Iraq,2014,Baghdad
Afghanistan,2014,Faryab
Yemen,2014,Adan
Somalia,2014,Banaadir
Iraq,2014,Nineveh
Yemen,2014,Abyan
Egypt,2014,Qalyubia
Thailand,2014,Tak
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Babil
Colombia,2014,Narino
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Juba
Somalia,2014,Bay
Pakistan,2014,Balochistan
Pakistan,2014,Sindh
India,2014,Bihar
India,2014,Bihar
India,2014,Bihar
Thailand,2014,Nonthaburi
United Kingdom,2014,Northern Ireland
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Iraq,2014,Baghdad
Colombia,2014,Amazonas
Iraq,2014,Baghdad
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Afghanistan,2014,Faryab
Philippines,2014,Isabela
Afghanistan,2014,Farah
Afghanistan,2014,Farah
Afghanistan,2014,Ghazni
Nigeria,2014,Benue
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Nineveh
Iraq,2014,Babil
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
Nigeria,2014,Imo
India,2014,Jammu and Kashmir
India,2014,Jammu and Kashmir
Yemen,2014,Shabwah
Yemen,2014,Marib
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Afghanistan,2014,Kabul
Somalia,2014,Lower Juba
Afghanistan,2014,Uruzgan
Afghanistan,2014,Uruzgan
India,2014,Odisha
India,2014,Chhattisgarh
Philippines,2014,Maguindanao
Pakistan,2014,Balochistan
Pakistan,2014,Sindh
India,2014,Bihar
Nigeria,2014,Kaduna
Pakistan,2014,Balochistan
Iraq,2014,Baghdad
Philippines,2014,Sulu
Philippines,2014,Sulu
Thailand,2014,Bangkok
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Philippines,2014,Cagayan
Afghanistan,2014,Jawzjan
Pakistan,2014,Balochistan
Iraq,2014,Baghdad
Pakistan,2014,Balochistan
Yemen,2014,Amanat Al Asimah
Afghanistan,2014,Kabul
Pakistan,2014,Balochistan
Yemen,2014,Al Bayda
Somalia,2014,Lower Shebelle
Somalia,2014,Lower Shebelle
Somalia,2014,Gedo
Somalia,2014,Banaadir
Somalia,2014,Lower Shebelle
Somalia,2014,Banaadir
Somalia,2014,Hiiraan
Pakistan,2014,Punjab
Pakistan,2014,Balochistan
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Badakhshan
Nigeria,2014,Benue
Nigeria,2014,Benue
Nigeria,2014,Benue
Nigeria,2014,Benue
Iraq,2014,Baghdad
India,2014,Jammu and Kashmir
India,2014,Jammu and Kashmir
India,2014,Jammu and Kashmir
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Al Anbar
Iraq,2014,Baghdad
Yemen,2014,Abyan
Yemen,2014,Abyan
Philippines,2014,Laguna
Pakistan,2014,Sindh
Nigeria,2014,Borno
India,2014,Manipur
Afghanistan,2014,Logar
Philippines,2014,Mountain Province
Pakistan,2014,Balochistan
Pakistan,2014,Balochistan
India,2014,Meghalaya
India,2014,Chhattisgarh
Colombia,2014,Narino
Yemen,2014,Marib
Afghanistan,2014,Sari Pul
Afghanistan,2014,Nangarhar
Somalia,2014,Lower Juba
Thailand,2014,Narathiwat
Yemen,2014,Hadramawt
Afghanistan,2014,Zabul
Philippines,2014,Ilocos Sur
Pakistan,2014,Federally Administered Tribal Areas
Pakistan,2014,Federally Administered Tribal Areas
Afghanistan,2014,Uruzgan
Afghanistan,2014,Uruzgan
Nigeria,2014,Abuja
Egypt,2014,North Sinai
Iraq,2014,Nineveh
Iraq,2014,Al Anbar
Iraq,2014,Babil
Iraq,2014,Baghdad
Iraq,2014,Al Anbar
Iraq,2014,Saladin
Iraq,2014,Nineveh
Iraq,2014,Nineveh
Egypt,2014,Ismailia
Afghanistan,2014,Ghazni
Pakistan,2014,Khyber Pakhtunkhwa
Yemen,2014,Abyan
Afghanistan,2014,Helmand
Afghanistan,2014,Ghazni
Afghanistan,2014,Laghman
United Kingdom,2014,Northern Ireland
Nigeria,2014,Yobe
Iraq,2014,Babil
Iraq,2014,Saladin
Iraq,2014,Saladin
Iraq,2014,Saladin
Pakistan,2014,Balochistan
Afghanistan,2014,Faryab
Philippines,2014,Masbate
Nigeria,2014,Borno
Colombia,2014,Narino
Yemen,2014,Ad Dali
Yemen,2014,Hajjah
Afghanistan,2014,Kunduz
Thailand,2014,Narathiwat
Somalia,2014,Bakool
Pakistan,2014,Khyber Pakhtunkhwa
Afghanistan,2014,Kunduz
Afghanistan,2014,Samangan
Afghanistan,2014,Logar
